round,candidate_id,kind,bin,target_sum,predicted_sum,signed_bias,safe_relative_signed_bias,zero_target_bin
0,p59_r000_train_1,calls,10,4737.760266255597,4101.4527606978,-636.3075055577974,-0.13430555152607826,False
0,p59_r000_train_1,calls,11,0.0,1.91028001647311,1.91028001647311,0.006151109534957699,True
0,p59_r000_train_1,logical_bytes,0,0.0,87921137.41934048,87921137.41934048,0.023170389383032428,True
0,p59_r000_train_1,logical_bytes,1,0.0,87641915.59495899,87641915.59495899,0.02309680436599264,True
0,p59_r000_train_1,logical_bytes,2,217142753.1385741,368442313.14691615,151299560.00834206,0.03987288861101115,False
0,p59_r000_train_1,logical_bytes,3,1680304948.9872434,1915853822.770824,235548873.78358054,0.06207562008973451,False
0,p59_r000_train_1,logical_bytes,4,29688525019.178562,14727597567.195713,-14960927451.98285,-0.5039296308024128,False
0,p59_r000_train_1,logical_bytes,5,1086554615181.9458,1001694263097.2294,-84860352084.71643,-0.078100401856474,False
0,p59_r000_train_1,logical_bytes,6,19359287150266.84,17249487599203.4,-2109799551063.4395,-0.1089812623102891,False
0,p59_r000_train_1,logical_bytes,7,108272547556364.44,112030442109903.2,3757894553538.7656,0.03470773190759628,False
0,p59_r000_train_1,logical_bytes,8,162453449513508.25,165378154229374.75,2924704715866.5,0.01800334018529601,False
0,p59_r000_train_1,logical_bytes,9,118285301917077.55,111371047584016.97,-6914254333060.578,-0.05845404476295568,False
0,p59_r000_train_1,logical_bytes,10,3794547254511.1704,3043842643553.8994,-750704610957.271,-0.19783772887919404,False
0,p59_r000_train_1,logical_bytes,11,0.0,87794094.4306333,87794094.4306333,0.023136908975440684,True
0,p59_r000_train_2,calls,0,0.0,1.17952665734696,1.17952665734696,0.003798080703445289,True
0,p59_r000_train_2,calls,1,0.0,1.1840828968194497,1.1840828968194497,0.0038127518133459857,True
0,p59_r000_train_2,calls,2,1767.1122488490726,1213.3534291270394,-553.7588197220332,-0.31336935165420227,False
0,p59_r000_train_2,calls,3,5031.999230663874,3001.5023708602253,-2030.496859803649,-0.40351692572412506,False
0,p59_r000_train_2,calls,4,24606.282118418665,12268.873904949589,-12337.408213469076,-0.5013926181165782,False
0,p59_r000_train_2,calls,5,310558.6082668006,325923.5411683583,15364.93290155771,0.04947514733952475,False
0,p59_r000_train_2,calls,6,1551119.6880495672,1382206.6009882814,-168913.08706128574,-0.10889751987719468,False
0,p59_r000_train_2,calls,7,2904284.94813107,3031349.998870889,127065.05073981918,0.043750889809068674,False
0,p59_r000_train_2,calls,8,1391137.559724508,1401704.7823607682,10567.222636260092,0.007596101882514593,False
0,p59_r000_train_2,calls,9,345451.48231597856,325290.1416257521,-20161.34069022647,-0.058362293179524516,False
0,p59_r000_train_2,calls,10,4737.760266255597,3756.4123260741794,-981.3479401814179,-0.20713330456397458,False
0,p59_r000_train_2,calls,11,0.0,1.1793453857160872,1.1793453857160872,0.0037974970080459423,True
0,p59_r000_train_2,logical_bytes,0,0.0,75637095.39524512,75637095.39524512,0.019933101453756704,True
0,p59_r000_train_2,logical_bytes,1,0.0,76061771.67422876,76061771.67422876,0.020045018963409208,True
0,p59_r000_train_2,logical_bytes,2,217142753.1385741,303331840.86842096,86189087.72984686,0.022713931847173716,False
0,p59_r000_train_2,logical_bytes,3,1680304948.9872434,1852387906.6682506,172082957.68100715,0.04535006316667299,False
0,p59_r000_train_2,logical_bytes,4,29688525019.178562,18986582374.072773,-10701942645.10579,-0.36047404302478536,False
0,p59_r000_train_2,logical_bytes,5,1086554615181.9458,1248593740917.9326,162039125735.98682,0.14913113751659232,False
0,p59_r000_train_2,logical_bytes,6,19359287150266.84,16496177403525.01,-2863109746741.83,-0.14789334568563214,False
0,p59_r000_train_2,logical_bytes,7,108272547556364.44,112450421530502.28,4177873974137.8438,0.03858664147495864,False
0,p59_r000_train_2,logical_bytes,8,162453449513508.25,166001657403997.94,3548207890489.6875,0.021841382261289864,False
0,p59_r000_train_2,logical_bytes,9,118285301917077.55,110913449020214.19,-7371852896863.359,-0.062322645141754854,False
0,p59_r000_train_2,logical_bytes,10,3794547254511.1704,2960274947353.112,-834272307158.0586,-0.21986082955383648,False
0,p59_r000_train_2,logical_bytes,11,0.0,75632500.86373113,75632500.86373113,0.019931890629063843,True
0,p59_r000_train_3,calls,0,0.0,2.1075116331699877,2.1075116331699877,0.006786196154509511,True
0,p59_r000_train_3,calls,1,0.0,2.137952974590375,2.137952974590375,0.006884217399485708,True
0,p59_r000_train_3,calls,2,1767.1122488490726,925.306893516731,-841.8053553323416,-0.47637344819527616,False
0,p59_r000_train_3,calls,3,5031.999230663874,1511.4863512115398,-3520.5128794523343,-0.6996250830085822,False
0,p59_r000_train_3,calls,4,24606.282118418665,9491.656477013086,-15114.625641405579,-0.6142588127969056,False
0,p59_r000_train_3,calls,5,310558.6082668006,277117.845459,-33440.76280780061,-0.10767939421943727,False
0,p59_r000_train_3,calls,6,1551119.6880495672,1436650.702875447,-114468.98517412017,-0.07379764827694085,False
0,p59_r000_train_3,calls,7,2904284.94813107,3029547.8602790316,125262.91214796156,0.04313037955472283,False
0,p59_r000_train_3,calls,8,1391137.559724508,1401811.8334371801,10674.27371267206,0.007673054068632813,False
0,p59_r000_train_3,calls,9,345451.48231597856,325634.5174320364,-19816.964883942157,-0.05736540700617379,False
0,p59_r000_train_3,calls,10,4737.760266255597,4021.177910159241,-716.5823560963563,-0.15124918016645325,False
0,p59_r000_train_3,calls,11,0.0,2.117420797224992,2.117420797224992,0.006818103703652348,True
0,p59_r000_train_3,logical_bytes,0,0.0,92459103.29617421,92459103.29617421,0.024366306991236875,True
0,p59_r000_train_3,logical_bytes,1,0.0,93871100.33403338,93871100.33403338,0.024738419115069434,True
0,p59_r000_train_3,logical_bytes,2,217142753.1385741,432798103.8286078,215655350.6900337,0.0568329595668233,False
0,p59_r000_train_3,logical_bytes,3,1680304948.9872434,1942696614.546152,262391665.5589087,0.06914966344060225,False
0,p59_r000_train_3,logical_bytes,4,29688525019.178562,15660917697.492985,-14027607321.685577,-0.4724925644714195,False
0,p59_r000_train_3,logical_bytes,5,1086554615181.9458,1025746987751.2332,-60807627430.71265,-0.05596371004372411,False
0,p59_r000_train_3,logical_bytes,6,19359287150266.84,17098568728201.893,-2260718422064.9473,-0.11677694558261596,False
0,p59_r000_train_3,logical_bytes,7,108272547556364.44,112051079270863.47,3778531714499.0312,0.034898335725701904,False
0,p59_r000_train_3,logical_bytes,8,162453449513508.25,165327066120557.0,2873616607048.75,0.017688861736418864,False
0,p59_r000_train_3,logical_bytes,9,118285301917077.55,111566181071119.25,-6719120845958.297,-0.056804359773022804,False
0,p59_r000_train_3,logical_bytes,10,3794547254511.1704,3004986303029.2236,-789560951481.9468,-0.20807777542980194,False
0,p59_r000_train_3,logical_bytes,11,0.0,92455858.42355768,92455858.42355768,0.024365451850320477,True
0,p59_r000_blend_0,calls,0,0.0,2.099967826410044,2.099967826410044,0.006761905065616354,True
0,p59_r000_blend_0,calls,1,0.0,2.0872266360790324,2.0872266360790324,0.006720878380179686,True
0,p59_r000_blend_0,calls,2,1767.1122488490726,1156.2296920616445,-610.882556787428,-0.3456953892913698,False
0,p59_r000_blend_0,calls,3,5031.999230663874,1724.3809469288187,-3307.6182837350552,-0.657316929537503,False
0,p59_r000_blend_0,calls,4,24606.282118418665,9364.082457378998,-15242.199661039667,-0.6194434245566235,False
0,p59_r000_blend_0,calls,5,310558.6082668006,275789.5572094638,-34769.051057336794,-0.1119564878635299,False
0,p59_r000_blend_0,calls,6,1551119.6880495672,1431184.6606627353,-119935.02738683182,-0.07732158150712558,False
0,p59_r000_blend_0,calls,7,2904284.94813107,3023258.1074922346,118973.15936116455,0.04096469922406364,False
0,p59_r000_blend_0,calls,8,1391137.559724508,1409857.8547684532,18720.29504394508,0.013456825252890395,False
0,p59_r000_blend_0,calls,9,345451.48231597856,330122.9038831686,-15328.578432809969,-0.044372594177463046,False
0,p59_r000_blend_0,calls,10,4737.760266255597,4254.690116252557,-483.07015000304,-0.10196171246647431,False
0,p59_r000_blend_0,calls,11,0.0,2.0955768598782596,2.0955768598782596,0.0067477661352666534,True
0,p59_r000_blend_0,logical_bytes,0,0.0,97740402.98081453,97740402.98081453,0.025758119855963123,True
0,p59_r000_blend_0,logical_bytes,1,0.0,98120060.32403484,98120060.32403484,0.025858173253049944,True
0,p59_r000_blend_0,logical_bytes,2,217142753.1385741,399776026.8371848,182633273.6986107,0.04813045179012754,False
0,p59_r000_blend_0,logical_bytes,3,1680304948.9872434,2022529600.3488212,342224651.36157775,0.09018853328410179,False
0,p59_r000_blend_0,logical_bytes,4,29688525019.178562,15257258389.880009,-14431266629.298553,-0.4860890401249663,False
0,p59_r000_blend_0,logical_bytes,5,1086554615181.9458,1008956656664.9244,-77597958517.02136,-0.07141652838502502,False
0,p59_r000_blend_0,logical_bytes,6,19359287150266.84,17224807067751.365,-2134480082515.4746,-0.11025613009134243,False
0,p59_r000_blend_0,logical_bytes,7,108272547556364.44,111877809838817.0,3605262282452.5625,0.0332980276517068,False
0,p59_r000_blend_0,logical_bytes,8,162453449513508.25,165315268763485.66,2861819249977.4062,0.017616241812947415,False
0,p59_r000_blend_0,logical_bytes,9,118285301917077.55,111543681215635.69,-6741620701441.859,-0.056994576605705324,False
0,p59_r000_blend_0,logical_bytes,10,3794547254511.1704,3103446986329.4663,-691100268181.7041,-0.1821298357426134,False
0,p59_r000_blend_0,logical_bytes,11,0.0,97726835.53615263,97726835.53615263,0.025754544345170428,True
0,p59_r000_blend_1,calls,0,0.0,2.2131038642786316,2.2131038642786316,0.007126203574358358,True
0,p59_r000_blend_1,calls,1,0.0,2.2276783534635634,2.2276783534635634,0.0071731334896689355,True
0,p59_r000_blend_1,calls,2,1767.1122488490726,1074.6206140303486,-692.4916348187239,-0.39187755914755645,False
0,p59_r000_blend_1,calls,3,5031.999230663874,1605.1661703364266,-3426.8330603274476,-0.681008263960991,False
0,p59_r000_blend_1,calls,4,24606.282118418665,9196.320393278376,-15409.961725140289,-0.6262612795780876,False
0,p59_r000_blend_1,calls,5,310558.6082668006,275118.44744440686,-35440.16082239372,-0.11411746407604685,False
0,p59_r000_blend_1,calls,6,1551119.6880495672,1432278.3931373546,-118841.29491221253,-0.07661645701992718,False
0,p59_r000_blend_1,calls,7,2904284.94813107,3022382.0995396897,118097.15140861971,0.040663073189363234,False
0,p59_r000_blend_1,calls,8,1391137.559724508,1410560.5471631675,19422.987438659417,0.0139619459649309,False
0,p59_r000_blend_1,calls,9,345451.48231597856,330242.79677582113,-15208.685540157428,-0.0440255327266082,False
0,p59_r000_blend_1,calls,10,4737.760266255597,4253.691313785812,-484.0689524697855,-0.10217252990142546,False
0,p59_r000_blend_1,calls,11,0.0,2.226665911891195,2.226665911891195,0.007169873423628523,True
0,p59_r000_blend_1,logical_bytes,0,0.0,102385526.90002106,102385526.90002106,0.026982277471521644,True
0,p59_r000_blend_1,logical_bytes,1,0.0,103626793.55565433,103626793.55565433,0.027309395984582086,True
0,p59_r000_blend_1,logical_bytes,2,217142753.1385741,428899364.1834854,211756611.0449113,0.05580550111562405,False
0,p59_r000_blend_1,logical_bytes,3,1680304948.9872434,2036368034.7931428,356063085.8058994,0.09383545965400526,False
0,p59_r000_blend_1,logical_bytes,4,29688525019.178562,15455420592.73304,-14233104426.445522,-0.47941433322305654,False
0,p59_r000_blend_1,logical_bytes,5,1086554615181.9458,1010715313256.9758,-75839301924.96997,-0.06979796585031349,False
0,p59_r000_blend_1,logical_bytes,6,19359287150266.84,17278598388306.133,-2080688761960.707,-0.10747755048057271,False
0,p59_r000_blend_1,logical_bytes,7,108272547556364.44,111897138285659.0,3624590729294.5625,0.03347654424966472,False
0,p59_r000_blend_1,logical_bytes,8,162453449513508.25,164996803173729.16,2543353660220.9062,0.01565589199759912,False
0,p59_r000_blend_1,logical_bytes,9,118285301917077.55,111795948162942.97,-6489353754134.578,-0.05486187758715668,False
0,p59_r000_blend_1,logical_bytes,10,3794547254511.1704,3094511034148.514,-700036220362.6562,-0.18448478129516346,False
0,p59_r000_blend_1,logical_bytes,11,0.0,102621645.07636923,102621645.07636923,0.027044503123361256,True
0,p59_r000_blend_2,calls,0,0.0,2.1979652806563097,2.1979652806563097,0.007077457272631901,True
0,p59_r000_blend_2,calls,1,0.0,2.2125343516976494,2.2125343516976494,0.0071243697414977575,True
0,p59_r000_blend_2,calls,2,1767.1122488490726,1004.5966229388633,-762.5156259102092,-0.4315037861385652,False
0,p59_r000_blend_2,calls,3,5031.999230663874,1568.2134190486486,-3463.7858116152256,-0.6883518166115153,False
0,p59_r000_blend_2,calls,4,24606.282118418665,9389.470712001968,-15216.811406416697,-0.6184116451719611,False
0,p59_r000_blend_2,calls,5,310558.6082668006,276504.4619302274,-34054.146336573176,-0.10965449171293713,False
0,p59_r000_blend_2,calls,6,1551119.6880495672,1431364.666912017,-119755.02113755024,-0.07720553227464635,False
0,p59_r000_blend_2,calls,7,2904284.94813107,3026258.0055908076,121973.05745973764,0.04199762063231029,False
0,p59_r000_blend_2,calls,8,1391137.559724508,1409282.7367366261,18145.177012118045,0.013043409607682075,False
0,p59_r000_blend_2,calls,9,345451.48231597856,327087.4248774236,-18364.05743855494,-0.05315958500290253,False
0,p59_r000_blend_2,calls,10,4737.760266255597,4252.56191454984,-485.198351705757,-0.10241091242238491,False
0,p59_r000_blend_2,calls,11,0.0,2.200784726994774,2.200784726994774,0.007086535901474938,True
0,p59_r000_blend_2,logical_bytes,0,0.0,101035221.37344709,101035221.37344709,0.02662642328497313,True
0,p59_r000_blend_2,logical_bytes,1,0.0,102448568.38725872,102448568.38725872,0.02699889117613758,True
0,p59_r000_blend_2,logical_bytes,2,217142753.1385741,432048536.1988354,214905783.06026128,0.056635421473475986,False
0,p59_r000_blend_2,logical_bytes,3,1680304948.9872434,2059822290.211032,379517341.2237885,0.10001650151348017,False
0,p59_r000_blend_2,logical_bytes,4,29688525019.178562,15853622804.856003,-13834902214.32256,-0.46600166917640123,False
0,p59_r000_blend_2,logical_bytes,5,1086554615181.9458,1021287724793.073,-65266890388.8728,-0.060067749450352044,False
0,p59_r000_blend_2,logical_bytes,6,19359287150266.84,17153401077243.088,-2205886073023.752,-0.11394459185927965,False
0,p59_r000_blend_2,logical_bytes,7,108272547556364.44,111884717099310.56,3612169542946.125,0.033361822774750034,False
0,p59_r000_blend_2,logical_bytes,8,162453449513508.25,165297216970318.75,2843767456810.5,0.017505122023118606,False
0,p59_r000_blend_2,logical_bytes,9,118285301917077.55,111631102631439.08,-6654199285638.469,-0.05625550408877777,False
0,p59_r000_blend_2,logical_bytes,10,3794547254511.1704,3085568099644.637,-708979154866.5332,-0.18684156694152618,False
0,p59_r000_blend_2,logical_bytes,11,0.0,101099829.76598941,101099829.76598941,0.026643449925625846,True
0,p59_r000_blend_3,calls,0,0.0,2.2065266355608038,2.2065266355608038,0.007105024870748966,True
0,p59_r000_blend_3,calls,1,0.0,2.2105322245960566,2.2105322245960566,0.007117922883969748,True
0,p59_r000_blend_3,calls,2,1767.1122488490726,1126.1307806071209,-640.9814682419517,-0.36272821302632335,False
0,p59_r000_blend_3,calls,3,5031.999230663874,1891.4001989356561,-3140.599031728218,-0.624125499183329,False
0,p59_r000_blend_3,calls,4,24606.282118418665,9603.348305216849,-15002.933813201817,-0.6097196537453171,False
0,p59_r000_blend_3,calls,5,310558.6082668006,283848.17140190426,-26710.43686489633,-0.08600771691361206,False
0,p59_r000_blend_3,calls,6,1551119.6880495672,1430461.3022872452,-120658.385762322,-0.07778792745132526,False
0,p59_r000_blend_3,calls,7,2904284.94813107,3015371.590066769,111086.64193569915,0.03824922275866363,False
0,p59_r000_blend_3,calls,8,1391137.559724508,1408848.988871066,17711.429146557814,0.012731615951815198,False
0,p59_r000_blend_3,calls,9,345451.48231597856,331406.3077222872,-14045.174593691365,-0.04065744485891215,False
0,p59_r000_blend_3,calls,10,4737.760266255597,4154.877905262037,-582.8823609935607,-0.1230290956562543,False
0,p59_r000_blend_3,calls,11,0.0,2.2154018468492502,2.2154018468492502,0.007133603087717345,True
0,p59_r000_blend_3,logical_bytes,0,0.0,100757597.59417427,100757597.59417427,0.02655325941043111,True
0,p59_r000_blend_3,logical_bytes,1,0.0,101601911.98989424,101601911.98989424,0.026775766692351557,True
0,p59_r000_blend_3,logical_bytes,2,217142753.1385741,422434859.2750192,205292106.13644513,0.054101871018309856,False
0,p59_r000_blend_3,logical_bytes,3,1680304948.9872434,2015883635.2793584,335578686.292115,0.08843708189248671,False
0,p59_r000_blend_3,logical_bytes,4,29688525019.178562,16154777845.558756,-13533747173.619806,-0.45585784961957887,False
0,p59_r000_blend_3,logical_bytes,5,1086554615181.9458,1065929449407.2296,-20625165774.716187,-0.0189821712471052,False
0,p59_r000_blend_3,logical_bytes,6,19359287150266.84,17416887918556.773,-1942399231710.0664,-0.10033423320978496,False
0,p59_r000_blend_3,logical_bytes,7,108272547556364.44,111954969935262.73,3682422378898.297,0.03401067456163165,False
0,p59_r000_blend_3,logical_bytes,8,162453449513508.25,164841869617946.62,2388420104438.375,0.014702181527021218,False
0,p59_r000_blend_3,logical_bytes,9,118285301917077.55,111722146734481.88,-6563155182595.672,-0.05548580488213735,False
0,p59_r000_blend_3,logical_bytes,10,3794547254511.1704,3071243765641.235,-723303488869.9355,-0.19061654536256778,False
0,p59_r000_blend_3,logical_bytes,11,0.0,100802853.84768301,100802853.84768301,0.02656518606477833,True
1,p59_r001_train_0,calls,0,0.0,1.403436463857655,1.403436463857655,0.0045190712042731855,True
1,p59_r001_train_0,calls,1,0.0,1.4004220083285812,1.4004220083285812,0.004509364645031768,True
1,p59_r001_train_0,calls,2,1767.1122488490726,1016.6653510253068,-750.4468978237658,-0.4246741531628989,False
1,p59_r001_train_0,calls,3,5031.999230663874,1990.4890099529343,-3041.51022071094,-0.6044337610738608,False
1,p59_r001_train_0,calls,4,24606.282118418665,10539.39080966043,-14066.891308758235,-0.5716788599375066,False
1,p59_r001_train_0,calls,5,310558.6082668006,295243.15643921145,-15315.451827589131,-0.04931581807718446,False
1,p59_r001_train_0,calls,6,1551119.6880495672,1421716.0788014582,-129403.60924810893,-0.08342593433961605,False
1,p59_r001_train_0,calls,7,2904284.94813107,3012671.063628958,108386.11549788807,0.037319380650867394,False
1,p59_r001_train_0,calls,8,1391137.559724508,1411613.277653957,20475.717929448932,0.014718686722471796,False
1,p59_r001_train_0,calls,9,345451.48231597856,327884.2322866034,-17567.250029375136,-0.05085301678719292,False
1,p59_r001_train_0,calls,10,4737.760266255597,4040.188711720774,-697.5715545348235,-0.14723656650659034,False
1,p59_r001_train_0,calls,11,0.0,1.4034489806692676,1.4034489806692676,0.004519111508458223,True
1,p59_r001_train_0,logical_bytes,0,0.0,74965567.22241423,74965567.22241423,0.019756129570738894,True
1,p59_r001_train_0,logical_bytes,1,0.0,75535515.33439404,75535515.33439404,0.01990633144562719,True
1,p59_r001_train_0,logical_bytes,2,217142753.1385741,311717613.5468688,94574860.40829471,0.024923885266116746,False
1,p59_r001_train_0,logical_bytes,3,1680304948.9872434,1555160781.4331262,-125144167.5541172,-0.03297999976290684,False
1,p59_r001_train_0,logical_bytes,4,29688525019.178562,15041295419.006992,-14647229600.17157,-0.49336333114257347,False
1,p59_r001_train_0,logical_bytes,5,1086554615181.9458,1077166002310.1819,-9388612871.763916,-0.00864071878263733,False
1,p59_r001_train_0,logical_bytes,6,19359287150266.84,17306613875439.658,-2052673274827.1816,-0.10603041624902436,False
1,p59_r001_train_0,logical_bytes,7,108272547556364.44,111528112378936.9,3255564822572.4688,0.03006823886616032,False
1,p59_r001_train_0,logical_bytes,8,162453449513508.25,165734813802544.78,3281364289036.5312,0.02019879724846151,False
1,p59_r001_train_0,logical_bytes,9,118285301917077.55,111598422803586.47,-6686879113491.078,-0.05653178378983073,False
1,p59_r001_train_0,logical_bytes,10,3794547254511.1704,2829681324574.0767,-964865929937.0938,-0.25427695722856186,False
1,p59_r001_train_0,logical_bytes,11,0.0,74817711.40593271,74817711.40593271,0.019717164232698703,True
1,p59_r001_train_1,calls,0,0.0,3.353121905557039,3.353121905557039,0.010797066371048311,True
1,p59_r001_train_1,calls,1,0.0,3.325150270287093,3.325150270287093,0.01070699759006667,True
1,p59_r001_train_1,calls,2,1767.1122488490726,796.2634853301147,-970.8487635189579,-0.5493984686888316,False
1,p59_r001_train_1,calls,3,5031.999230663874,1590.7376354265593,-3441.261595237315,-0.6838756203035642,False
1,p59_r001_train_1,calls,4,24606.282118418665,8930.639475002627,-15675.642643416038,-0.6370585595977651,False
1,p59_r001_train_1,calls,5,310558.6082668006,271732.157103712,-38826.45116308861,-0.1250213329450937,False
1,p59_r001_train_1,calls,6,1551119.6880495672,1439927.394550107,-111192.29349946021,-0.071685179651918,False
1,p59_r001_train_1,calls,7,2904284.94813107,3025830.510335686,121545.56220461614,0.04185042596554848,False
1,p59_r001_train_1,calls,8,1391137.559724508,1404792.2776909182,13654.717966410099,0.009815505210796114,False
1,p59_r001_train_1,calls,9,345451.48231597856,328988.02581826807,-16463.45649771049,-0.04765779665305256,False
1,p59_r001_train_1,calls,10,4737.760266255597,4120.809923815624,-616.9503424399736,-0.13021983126376488,False
1,p59_r001_train_1,calls,11,0.0,3.255709558409544,3.255709558409544,0.010483398211304989,True
1,p59_r001_train_1,logical_bytes,0,0.0,105316146.24432291,105316146.24432291,0.027754601321440173,True
1,p59_r001_train_1,logical_bytes,1,0.0,107807975.52286065,107807975.52286065,0.028411288170068903,True
1,p59_r001_train_1,logical_bytes,2,217142753.1385741,560928969.5101594,343786216.37158525,0.09060006196071822,False
1,p59_r001_train_1,logical_bytes,3,1680304948.9872434,1604670301.1134992,-75634647.87374425,-0.019932456443604845,False
1,p59_r001_train_1,logical_bytes,4,29688525019.178562,16070945550.279661,-13617579468.898901,-0.4586815768079434,False
1,p59_r001_train_1,logical_bytes,5,1086554615181.9458,992684392255.428,-93870222926.51782,-0.08639254908580832,False
1,p59_r001_train_1,logical_bytes,6,19359287150266.84,17017633075565.36,-2341654074701.4805,-0.12095766008973136,False
1,p59_r001_train_1,logical_bytes,7,108272547556364.44,111768209354692.34,3495661798327.9062,0.032285762893942596,False
1,p59_r001_train_1,logical_bytes,8,162453449513508.25,165844836839907.56,3391387326399.3125,0.02087605610441232,False
1,p59_r001_train_1,logical_bytes,9,118285301917077.55,111505206364149.56,-6780095552927.984,-0.05731984822324829,False
1,p59_r001_train_1,logical_bytes,10,3794547254511.1704,2944817883763.45,-849729370747.7202,-0.2239343230572539,False
1,p59_r001_train_1,logical_bytes,11,0.0,106100723.6317457,106100723.6317457,0.027961365748076325,True
1,p59_r001_train_2,calls,0,0.0,1.4358758436737658,1.4358758436737658,0.004623526141127623,True
1,p59_r001_train_2,calls,1,0.0,1.44557282556708,1.44557282556708,0.004654750462834345,True
1,p59_r001_train_2,calls,2,1767.1122488490726,993.7469453976862,-773.3653034513864,-0.43764356449630315,False
1,p59_r001_train_2,calls,3,5031.999230663874,2061.16595448709,-2970.8332761767842,-0.5903882612050481,False
1,p59_r001_train_2,calls,4,24606.282118418665,10764.769041813852,-13841.513076604813,-0.5625194822197034,False
1,p59_r001_train_2,calls,5,310558.6082668006,295745.345895962,-14813.262370838609,-0.04769876595438807,False
1,p59_r001_train_2,calls,6,1551119.6880495672,1423086.8339867815,-128032.85406278563,-0.082542214536506,False
1,p59_r001_train_2,calls,7,2904284.94813107,3020507.717478496,116222.76934742602,0.040017688148064216,False
1,p59_r001_train_2,calls,8,1391137.559724508,1398893.5115401929,7755.951815684792,0.00557525872367412,False
1,p59_r001_train_2,calls,9,345451.48231597856,330706.78974645,-14744.692569528532,-0.04268238327037142,False
1,p59_r001_train_2,calls,10,4737.760266255597,3954.5556923688077,-783.2045738867896,-0.16531114490218415,False
1,p59_r001_train_2,calls,11,0.0,1.4322693807436053,1.4322693807436053,0.0046119133156120535,True
